"prantsuse keele algkursus i, tase 0 > a1.1",HVLC.03.005
andmeanalüüs keskkonnatehnoloogias,MTMS.01.098
jaapani kultuur ja ühiskond,FLLC.08.017
loodusteadusliku meetodi seminar,LTKT.00.001
füüsika ja tehnika,LOFY.01.115
hispaania ühiskond ja kultuur,FLGR.03.283
füüsika õpetamine põhikooli i ja ii astmes,LOFY.01.148
eksperimentaalne koolifüüsika,LOFY.01.159
valitud loengud neuroloogias ja neurokirurgias,ARNR.00.017
kõrva-nina-kurguhaigused,ARKR.01.028
harrastusspordi võlud ja valud,ARSM.00.015
sagedasemad nahahaigused näol,ARNH.01.031
immunoloogia alase uurimistöö alused i,ARMP.02.004
nimed ingliskeelses maailmas,FLGR.01.352
shakespeare'i ajalooteemalised näidendid,HVLC.01.043
mobiilirakenduste loomine,MTAT.03.262
tarkvara testimise praktikum,MTAT.03.294
arvutiriistvara praktikum,LOTI.05.021
suu- ja hambahaiguste ennetus,ARST.01.100
veebirakenduste loomine,LTAT.05.004
maa ja biosfääri areng ja globaalmuutused,LOOM.03.050
"erialane vene keel arstiteaduse üliõpilastele (100% e-õpe), tase a2",HVLC.05.032
sissejuhatus arvutuslikku neuroteadusesse,MTAT.03.291
arvuti arhitektuur ja riistvara i,LOFY.03.079
magistriseminar teoreetilises füüsikas,LOFY.04.066
finantsarvestus,P2PC.00.609
magistriseminar spektroskoopias,LOFY.02.031
praktilised tööd ja ikt rakendamine loodusteaduste õpetamisel,LTOM.05.001
pedagoogiline praktikum ii,LOLH.00.002
seminar maailma kultuuridest,HVLC.00.009
"poola keel eelkesktasemele i (inglise keele baasil), tase a2.1 > a2.2",HVLC.05.049
ülddidaktika ja kasvatustöö alused,SHHI.01.006
anestesioloogia ja erakorraline meditsiin,ARAI.01.050
eetika ja religioosne mitmekesisus,USUS.02.092
magistriseminar iii: lõputöö kirjutamine ja tagasisidestamine,HVKU.04.008
rahvusvaheline mereõigus,P2OG.02.202
sakraaltekstid ja kultuur,USUS.06.137
hariduslikud erivajadused,P2VK.05.377
empiirilised andmestikud,SOSS.02.043
stuudiotöö ii,P2VK.02.725
hariduse korraldus ja katusorganisatsioonid,SHHI.01.051
koolipraktika lihtsustatud õppel olevate lastega,SHHI.03.036
ühinguõigus,OIEO.06.009
jätkusuutliku arengu alused,P2PC.00.511
professionaalne areng ii,ARST.01.109
analüütiline keemia,ARFA.02.099
tervisedenduse alused,ARTH.04.038
teaduskonverents kui erialane kommunikatsioon,SHSS.00.007
sotsiaalpedagoogika didaktika,SHHI.01.034
maksude planeerimine,MJMJ.07.002
labori- ja ettevõttepraktika keskkonnatehnoloogias,LOOM.02.291
turu-uuringud,MTMS.01.082
juhtimisarvestus,MJJV.12.002
arvutil projekteerimine ii,P2VK.01.202
keskkonna semiootiline analüüs,FLSE.00.288
erialane praktika,HVKU.03.015
digitaalne loogika,LOTI.05.041
krüptograafia uurimisseminar,MTAT.07.022
arvutigraafika projekt,MTAT.03.328
ortodontia,ARST.01.063
histoloogia,ARAN.02.024
epidemioloogia ja uurimismeetodid terviseteadustes,ARTH.03.041
sotsiaalsed probleemid virtuaalmaailmas,HTHT.01.003
kutseõpetajate pidev pedagoogiline praktika,SHHI.01.046
doktoriseminar ii,MJRI.10.033
magistriseminar i: lõputöö kavandamine,HVKU.04.007
pärandtehnoloogia ja disain,P2VK.01.490
uurimistöö ii (avalik õigus),P2OG.02.152
veebirakenduste loomine,P2NC.01.094
sissejuhatus doktoriõppesse,SHPH.00.056
digitaalne kirjaoskus,SVHI.01.058
arhiivikorraldus,FLAJ.02.166
sotsiosemiootika,FLSE.00.068
majandusarvestus,MJJV.09.005
loovmeetodid õpiabi osutamisel,P2NC.01.133
teoreetilise informaatika projekt,LTAT.00.008
andmeteaduse projekt,LTAT.00.009
biosemiootika ja elussüsteemide teooria,FLSE.00.058
koolieelse lasteasutuse õpetaja põhipraktika,SHHI.02.035
õpetamise praktika,LOTI.05.044
humanitaarainete õpetaja pidev pedagoogiline praktika,P2NC.01.066
mulgi keel,FLLE.00.015
audiovisuaalne ja graafiline sisuloome,SHUH.01.004
uurimistöö seminar farmatseutilisest keemiast,ARFA.02.117
noorsootöö praktika ii,P2NC.01.048
ettevõtte rahandus,MJJV.10.041
lingvistilised välitööd,FLEE.08.125
erialapraktika,FLEE.00.035
sissejuhatus eesti keelde ja keeleteadusesse,P2NC.00.907
inimressursside juhtimine heaolumajanduses,P2PC.00.515
elukestusmudelid,MTMS.02.037
funktsionaalanalüüs ii,MTMM.00.104
uurimistöö seminar,SHHI.01.067
praktiline inglise keel i,HTHT.02.006
uurimistöö (eraõigus) i,OIEO.04.114
teadustöö alused keeleteaduse doktorantidele,FLEE.00.045
kliendikäitumine turismis,P2PC.00.681
võrdlev kultuurilugu muusikas i,P2VK.05.144
projektijuhtimine,P2VK.01.182
euroopa integratsiooni teooriad,SORG.04.019
tervishoiu organisatsioon ja seadusandlus,ARTH.02.079
joonistamine iii,P2VK.04.284
veresoontekirurgia,ARKI.02.040
sissejuhatus metafüüsikasse,FLFI.04.032
välispoliitika analüüs,SORG.04.011
immanuel kant ja transtsendentaalse idealismi eesti konstellatsioonid,FLFI.05.002
õpetaja identiteet ja juhtimine,P2VK.05.367
masintõlge,MTAT.06.055
valimised ja poliitiline käitumine,SHRG.02.022
krüptograafilised protokollid,MTAT.07.014
uurijaseminar,FLSE.00.150
ergonoomika,ARST.01.123
logopeedia ja fonatsiooni alused,HTEP.02.009
immunoloogia,ARMP.02.029
seminaritöö,SHHI.01.048
hajussüsteemid,LTAT.06.007
hajussüsteemide projekt,LTAT.00.010
etnoloogia,P2VK.01.275
matemaatiline statistika ii,MTMS.01.035
praktika,LOKT.00.017
praktiline keemiline analüüs,LOKT.06.032
riskikäitumise ennetus,P2VK.05.374
õppimise neurokognitiivsed aspektid,SHHI.03.056
üldine kunstiajalugu: kunst barokist romantismini,FLAJ.05.135
biosüstemaatika ja elurikkuse informaatika,LOOM.01.127
poliitiline folkloor ja rahvuslus,HVKU.04.001
baltimaade keskmine ja noorem rauaaeg,FLAJ.01.111
teadustöö alused,SORG.00.001
teoreetilise informaatika uurimisprojekt,LTAT.04.005
struktuurigeoloogia ja geoloogilised kaardid,LOOM.03.005
sotsioloogilise uurimistöö praktika,SOSS.02.120
"hispaania keele algkursus i, tase 0 > a1.1",FLKE.05.028
liigutustegevuse tunnetuslikud ja käitumuslikud alused,KKSP.03.047
kultuuri ja kunstide ajalugu,P2VK.04.509
analüütiline keemia gümnaasiumiõpetajatele,LOKT.06.044
"sanskriti keele algkursus i, tase 0>a1.2",FLKU.10.002
tervisekasvatuse alused,KKSP.02.028
dokumendihaldussüsteemide juurutamine,SHUH.04.042
ehitus- ja planeerimisalane õigusõpe,P2VK.01.204
õpiraskustega laste õppimine ja õpetamine i ja ii kooliastmes,HTHT.07.022
erikursus õigus- ja halduskeelest,FLEE.02.114
insenerigraafika,P2VK.04.649
süsteemide modelleerimine,LOTI.05.066
mittenakkushaiguste epidemioloogia,ARTH.03.044
eetilised aspektid terviseteadustes,ARTH.02.067
ökoloogiline modelleerimine,LOOM.01.084
sissejuhatus õpingutesse kultuuriakadeemias,P2VK.09.072
"muinas-kreeka ühiskond, riiklus ja mõtteviis: kuidas sündis ja hääbus demokraatia?",HVAJ.07.009
pärandi kaitse,HVAJ.02.005
sissejuhatus eesti ajalukku,HVAJ.00.004
praktiline ajakirjandus,SHZU.00.001
kvaliteedijuhtimine,MJ00.00.029
sissejuhatus erialasse,HVVK.01.006
sülearvutikasutaja abc,MTAT.03.226
teadusfilosoofia ja metodoloogia,P2VK.01.329
võõrkeelse erialakirjanduse kursus,HVVK.01.042
"uurimus, andmed ja interpretatsioon",SOPH.00.270
lastekirjandus,SHHI.02.025
karistusõigus,P2OG.02.180
liikuv valgus ja visualisatsioon,P2VK.04.682
eesti kultuurilugu,P2VK.05.389
19. saj. vene realismi kirjandus,FLGR.05.393
aktuaalseid küsimusi vana- ja keskaja ajaloost,FLAJ.07.232
"eesti rahvalaul: allikad, teooriad ja liigitus",FLKU.04.135
finantsarvestus,MJJV.09.031
visuaalne antropoloogia,HVKU.03.022
teadusprojekt,ARST.01.110
kunstiajaloo tüvitekstid,FLAJ.05.155
juhtimisarvestus,MJJV.09.032
näitlejatöö erialapraktika i,P2VK.04.601
lavastajatöö erialapraktika ii,P2VK.04.610
rahvusliku ehituse erialapraktika iii,P2VK.01.200
eraõiguse aktuaalseid probleeme i,OIEO.04.099
inglise keele ainekava ja õppematerjalide analüüs ja koostamine,FLGR.01.254
akadeemilise kirjutamise alused,HTOS.02.487
andmebaasisüsteemid,P2NC.01.096
suuline kommunikatsioon i,P2NC.00.813
soome keel algajatele,P2PC.00.486
sotsiaaltöö sundkliendiga,SHSS.02.011
kultuurikorralduse praktika,P2VK.05.379
teadustöö alused farmaatsias i,ARFA.02.128
inimeseõpetuse alused ja didaktika,HTOS.02.502
rahvalik seltskonnatants,P2VK.04.078
teadustöö alused,ARTH.02.069
tervishoiuökonoomika,ARTH.05.012
tervisemõjurid,ARTH.04.040
sotsiaaltöö alused,SOSS.04.212
20. sajandi kunsti ajalugu i,HVAJ.05.001
sissejuhatus semiootikasse,FLSE.00.137
õpetamine ja refleksioon eripedagoogikas,SHHI.01.056
kirjalike tööde vormistamine,HVVK.01.087
koopiapraktika,HVVK.01.015
teadustöö metoodika praktikum,P2VK.09.022
uurimistöö oskused ja akadeemiline kirjutamine,P2OG.02.200
muuseumipraktika,HVVK.01.017
ajaloo teoreetilis-metodoloogiline seminar,FLAJ.00.062
inglise keele praktiline foneetika,FLGR.01.157
kvantitatiivsed meetodid i,SHSS.01.006
hajusandmetöötlus pilves,LTAT.06.005
finantsmodelleerimine,MJJV.10.071
joonistamine i,P2VK.04.192
turismi soome keel,P2PC.02.155
foneetika programmiga praat,FLEE.08.121
ettevõtte väärtuse juhtimine,MJJV.10.061
kognitiivne psühholoogia,SHPH.00.039
hüdroloogia,LOOM.02.143
vormiõpetus ja plastilise anatoomia alused i,P2VK.04.447
miksimise tehnoloogia,P2VK.02.384
statistiline analüüs,MTMS.01.085
kultuurikorralduse praktika,P2VK.05.226
eesti uusima aja ajalugu,FLAJ.03.167
tegevusõppe praktika,P2VK.05.335
lavastuskorraldaja eriala praktika,P2VK.04.556
allikad ja nende tõlgendamine (19.-20. sajand),FLAJ.02.153
tõenduspõhine psühhofarmakoloogia,ARPS.01.076
uurimistöö seminar farmakoloogiast,ARFR.02.060
süsteemide optimiseerimise seminar,MTMM.00.334
mastering i,P2VK.02.737
hariduslik nõustamine ja konsulteerimine,HTPK.02.120
tänapäeva vene keele variandid ja stiilid,FLGR.05.410
statistiline modelleerimine,ARTH.03.045
magistriseminar,ARTH.02.080
keemia koolis,LOKT.03.008
el ajalugu ja integratsiooni protsessid,P2EC.00.234
pulmonoloogia ja torakaalkirurgia,ARKS.01.024
patoloogiline anatoomia,ARPA.01.028
"araabia keel algtasemele i, tase 0 > a1.1",HVLC.08.007
kõrgkoolipedagoogika,P2VK.05.345
erialatehnoloogia meistriklass,P2VK.01.492
matemaatiline analüüs iii,MTMM.00.286
rahvarõivaste õmblemise tehnoloogia,P2VK.01.130
sissejuhatus sidusõpetusse,P2VK.01.289
afaasia,SHHI.03.021
statistiline modelleerimine,SHSH.00.002
pedagoogiline praktikum ii,KKSP.02.043
kvanttehnoloogia seminar,LTAT.04.004
liikumisõpetus koolieelses eas,KKSP.02.035
joonistamine ii,P2VK.01.006
ökosemiootika,FLSE.00.069
uurimismeetodid majanduses,MJRI.01.032
"punk rock: stiil, subkultuur, kultuur",FLKU.03.062
arheoloogiliste välitööde juhatamise metoodika ja praktika,FLAJ.01.140
rahvatervishoiu alused,ARTH.02.057
epidemioloogia ja biostatistika,ARTH.03.040
farmakoloogia ja toksikoloogia,MVBS.02.001
doktoritöö (matemaatiline statistika),MTMS.00.009
inglise keele praktiline grammatika i ja ii kooliastme õpetajale (i),HTHT.02.004
muukeelne laps eesti koolis,HTHT.02.055
eesti keele lauseõpetuse küsimusi,FLEE.04.189
dekoraator-butafoori eriala praktika,P2VK.04.549
geotehnika ja ehitusgeoloogia,P2VK.01.216
raamatupidamise alused,P2VK.01.295
rühmapraktika,SHUH.01.025
eesti keele vormiõpetus,FLEE.02.183
suutervis,ARST.01.124
arvutigraafika ja multimeedia haridustehnoloogias,SVHI.06.020
tekstitöötlus,MTAT.03.322
pärandtehnoloogia uurimismeetodid,P2VK.01.332
magistritöö,P2OG.02.217
uurimistöö i (avalik õigus),P2OG.02.151
eesti keele sõnamoodustus,P2NC.00.757
sissejuhatus erialasse,LOTI.05.024
pärimuspraktika,P2VK.01.469
läänemere regiooni riikide majanduskeskkond,MJRI.10.016
sissejuhatus sotsioloogia meetoditesse,SOSS.02.001
muusikatehnoloogia alused,P2VK.02.773
üldsemiootiline teooria ja terminoloogia,FLSE.00.292
ettevõtte rahandus ja investeeringud,MJJV.10.044
turunduse juhtimine,MJJV.02.094
hajussüsteemide seminar,MTAT.08.024
sportlase lihashooldus,KKSP.04.046
muusik-tehnoloogi kutsepraktika i,P2VK.02.407
etenduskunstide rakendusteooria,P2VK.04.510
sissejuhatus ajalooteadusesse,FLAJ.07.025
farmakoloogia i ja ii,MVBS.02.004
farmakoloogia,ARFR.02.051
"õpetaja vaimne, füüsiline ja emotsionaalne tervis ja tasakaal",SVHI.01.013
saksa keele grammatika ii,FLGR.04.720
menetluspraktika arvutitehnikas,LOTI.05.043
keskkonna kemodünaamika,LOKT.04.088
seminar: inglise keele arendamine tõlkimise kaudu,FLLC.01.005
tõenäosusteooria ja statistika ii,MTMS.02.050
loodusteaduste pidev praktika,LOLO.00.072
strateegiline eestvedamine,MJJV.03.182
doktorikursus botaanikas ja mükoloogias,LOOM.01.098
keele omandamine,P2NC.00.812
võrdlev etnopoliitika,SHRG.02.023
mitmekultuuriline ühiskond ja identiteedid eestis,P2VK.05.391
euroopa ja euraasia integratsiooni protsessid,P2EC.00.215
bioinformaatika uurimisprojekt,MTAT.03.276
ortopeediline stomatoloogia i,ARST.01.112
infotehnoloogia,ARST.01.107
professionaalne areng iii,ARST.01.125
õpirännaku kavandamine ja käsitöö didaktika,HVVK.01.061
museoloogia,P2VK.01.297
matemaatiline analüüs,SVNC.00.053
oskuste didaktika,HVVK.01.096
matemaatiline kirjaoskus,MTMM.00.351
tervisesotsioloogia,SHUH.06.001
selgroogsete zooloogia,LOOM.04.078
spordipedagoogika,KKSP.02.021
üleilmastumise ja globaalprobleemide ajalooline kujunemine,FLAJ.06.142
rahvusvahelise kaubanduse teooria,MJJV.07.100
teadustöö alused farmaatsias v,ARFA.02.137
õpetaja kõnehääle arendamine ja häälehoid,SHHI.02.001
loovtegevused sotsiaalpedagoogilises töös,SHHI.01.059
uurimistöö,ARFR.02.061
viha valitsemine,P2VK.05.281
eesti riik ja ühiskond,SORG.00.074
bioorgaaniline keemia täna 2,LOKT.10.028
ikt kasutamine koolikorralduses,HTHT.01.010
konfliktiohjamine ja lahendamine,SHRG.03.009
laulmine i,P2VK.04.584
kvantkrüptograafia,MTAT.07.024
sissejuhatus soome-ugri keelte ja eesti keele uurimisse,FLEE.00.032
"hispaania keele eelkesktaseme kursus i, tase a1.2 > a2.1",FLKE.05.036
ökonomeetriline analüüs,MJRI.02.075
sissejuhatus õpingutesse,MJRI.02.065
algoritmide ja teooria seminar,MTAT.05.116
spordi sotsiaalteadused: eriharukursus doktoriõppele i,KKSP.03.044
kunstitegevuste õpetamine koolieelses eas,SHHI.02.027
koorijuhtimine iii,P2VK.02.565
geograafia didaktika,LOLO.00.049
magistriseminar arheoloogias,FLAJ.01.141
tõenduspõhisus rahvatervise valdkonnas ning terviseteenuste hindamine,ARTH.03.042
doktoriseminarid,SHHI.01.033
sissejuhatus õpingutesse,P2NC.00.821
rahvusvahelise õiguse harjutuskohus i,OIAO.07.095
vene keele foneetika ja sõnamoodustus,FLGR.05.390
inglise keele praktiline grammatika i ja ii kooliastme õpetajale (ii),SHHI.02.008
relvastatud jõu kasutamine rahvusvahelises õiguses,P2OG.02.206
uurimismeetodid hariduses,P2NC.01.032
doktoritöö,LOTI.00.001
lõimitud aine- ja keeleõpe,SHHI.02.018
kehaline kasvatus,KKSP.02.014
sissejuhatus laborimeditsiini,ARSK.03.017
valgu biosüntees,LOMR.05.006
uurimistöö seminar kliinilisest farmaatsiast,ARFA.01.096
farmakoteraapia,ARFR.02.052
organisatsioonikultuur ja muutuste juhtimine,MJJV.03.178
optimeerimismeetodid majanduses,MJRI.02.087
videomapping,P2VK.04.662
arvutusliku neuroteaduse seminar,MTAT.03.292
karistusõigus,OIAO.01.005
ehtetöö tehnoloogia praktika i,P2VK.01.533
ajaloodemograafia baaskursus,FLAJ.06.172
magistriseminar,FLFI.00.098
migratsioon ja inimressursside väljakutsed,P2EC.00.210
infohaldus avalikus sektoris,SHUH.04.041
eesti keel välisüliõpilastele,P2PC.00.637
prantsuse keele kesktase (a2-b1),P2OG.04.040
prantsuse keel algajatele a1,P2OG.04.034
teaduse ja religiooni seminar,USUS.02.090
loovkirjutamine,SOZU.01.198
kaasaegsed ja tuleviku võtmetehnoloogiad,LTKT.08.001
keemiaülesannete lahendamine ii,LOKT.03.004
sotsiaaltöö teooria,SHSS.02.002
mobiilirakenduste loomine. projekt,MTAT.03.266
treeninguõpetus,KKSP.04.043
"teadmised, teave ja teabe arendamine õendusteaduses",AROT.00.040
tänane meediaühiskond ja uued avalikkused,SVUH.00.025
gravitatsiooni geomeetrilised alused,LTFY.04.006
stuudiotöö i,P2VK.02.724
düslaalia ja rinolaalia,SHHI.03.044
meedia inglise keele tunnis,P2NC.00.593
publitsistlikud žanrid,SHZU.01.016
ökoloogia rakendusi,LOOM.01.073
proviisor farmaatsiasektoris,ARFA.01.106
jäätmemajandus ja jäätmekäitlus,LOKT.04.023
ansambel iv,P2VK.02.758
finantsarvestus edasijõudnutele,MJJV.09.048
stuudiotöö iii,P2VK.02.726
turismi- ja hotellimajanduse alused,P2PC.02.225
kogukonnatöö alused,P2VK.05.381
mõisted ja vaated etnoloogias/antropoloogias,FLKU.03.086
interaktiivne eesti keele õpe,P2NC.01.044
el õigus ja majandus,P2EC.00.211
eesti keele lauseõpetus,P2NC.00.232
inglise keele õpetamise metoodika iii,P2NC.00.599
klaasid,LOFY.02.018
"magistritöö (kunsti, käsitöö ja kodunduse õpetaja)",FLKU.00.164
populatsioonigeneetika,LOMR.02.006
menetluspraktika (kliiniline psühholoogia),SOPH.00.408
sotsioloogilise uurimistöö praktika ii,SHSS.01.001
eesti kliima,LOOM.02.147
doktoritöö,LOFY.00.006
vektor- ja rastergraafika rakendustarkvara,P2VK.04.451
sissejuhatus r-i ja andmestruktuuridesse,HVEE.04.006
geoinfosüsteemide rakendusvõimalused humanitaarteadustes,HVHV.00.001
erialapraktika ii,HVEE.00.005
rottide ja hiirte käitumuslik fenotüpiseerimine,MVBS.02.003
andmekaeve uurimisprojekt,MTAT.03.275
andmekaeve uurimisseminar,MTAT.03.277
mittetraditsioonilised käsitlused turunduses,MJJV.02.121
magistritöö kehalise kasvatuse ja spordi erialal,KKSP.00.021
doktoriseminar biomeditsiini tehnoloogias,LOTI.02.001
digitaalsed tehnoloogiad kunstiõpetuses,SVHI.02.004
erialane sissejuhatus geoloogiasse,LOOM.03.134
sissejuhatus psühholoogiasse,P2OG.03.093
uurimistöö seminar farmaatsia ajaloost,ARFA.02.118
pidev pedagoogiline praktika,P2NC.01.013
finantsarvestuse alused,P2OG.03.086
terapeutiline harjutus ii (rühmatund),KKSB.05.083
sissejuhatus rakenduslikku militaarpsühholoogiasse,SVPH.00.021
sissejuhatus psühholoogiasse,OIAO.01.053
asjaõigus,P2OG.01.031
õppepraktika,OIAO.06.041
maalimine,P2VK.04.652
valutehnoloogia praktika,P2VK.01.534
häälikuseade vaatluspraktikum,SHHI.03.022
diferentsiaalgeomeetria füüsikutele,LOFY.04.079
eetika alused,FLFI.02.003
ansamblitöö metoodika,P2VK.02.734
kohrutustehnika algkursus,P2VK.01.377
koolieelne kõnearendus,P2NC.00.413
ajaloo ja ühiskonnaõpetuse pidev praktika,FLAJ.03.190
pedagoogiline praktikum,P2NC.01.012
laste psühhopatoloogia,SHPH.00.032
individuaalne õppekava ja sotsiaalvõrgustik,P2NC.01.131
sissejuhatus huvijuhi erialasse,P2VK.05.200
usundiõpetaja põhipraktika,USUS.03.107
lavastuse komponendid ja loomevaldkondlikud institutsioonid,P2VK.04.603
värvuskompositsioon i,P2VK.04.645
orgaanilise sünteesi eripraktikum,LOKT.09.033
õppemeetodid õenduses,AROT.00.069
bioenergeetika,LOMR.07.003
sissejuhatus soome keele uurimisse,FLEE.06.167
lõunaeesti kirjakeele ajalugu,FLLE.00.010
ettevõtluspraktika,SVNC.00.010
üldine kunstiajalugu: antiikkunst,HVAJ.05.003
muuseumid infoühiskonnas,HVAJ.02.006
muuseumi- ja arhiivipedagoogika,HVAJ.02.007
sotsiaalteaduste metodoloogia alused,SVUH.06.006
tööstusfarmaatsia,ARFA.02.147
biotehnoloogia ettevõtlus,MJCV.00.021
improvisatsioon ii,P2VK.04.021
lisapill ii,P2VK.02.755
terviklik kvaliteedijuhtimine,MJJV.03.177
viipekeeletõlgi praktika ii (olmetõlge),SHHI.01.015
geoinformaatika,LOOM.02.044
andmeanalüüs ja arvutused matlab-iga,LOTI.05.019
uurimistöö seminar farmatseutilisest tehnoloogiast,ARFA.02.116
vene keele foneetika ja sõnamoodustus,P2NC.01.103
sotsiaalfarmaatsia uurimismeetodid,ARFA.01.100
reprodutseeritav andmeanalüüs r-keeles,LOTI.02.015
tervislik liikumisharrastus,KKSB.01.036
keelepraktika tandemõppes,FLEE.04.224
kehaliste võimete arendamine,KKSP.05.041
terviseklubi ja personaaltreenerikursus,KKSP.05.043
elukindlustusmatemaatika i,MTMS.02.051
taani keele leksikoloogia ja keelekirjeldus,FLGR.06.176
tervislik liikumisharrastus,KKSB.01.034
uue testamendi ajastu ja jeesuse elu,USUS.04.061
poliitikakujundamine ja otsustusprotsessid euroopa liidus,P2EC.00.224
erivajadustega laste õpetamine lasteaias,SHHI.03.030
teaduskorraldus,FLAJ.05.161
toiduvalmistamise tehnoloogia,HTHT.02.023
kakskeelne laps - erivajadustega laps?,SHHI.03.054
eesti pärimusmuusika ii,P2VK.02.662
ühinenud rahvaste organisatsiooni õigus ja praktika,P2OG.02.198
religioonipsühholoogia seminar,USUS.03.109
lähis-ida kultuurilugu: alates islamieelsest ajastust kuni süüria kodusõjani,FLKU.10.032
loovettevõtja baaskursus,MJCV.00.033
sissejuhatus eesti kultuuri,FLFI.05.006
doktorikursus heitmete tehnoloogias,LOKT.04.079
telgedel kudumine i,P2VK.01.284
konsultatiivtöö metoodika,LOKT.00.005
doktorikursus füüsikas,LOFY.00.009
doktorikursus materjaliteaduses,LOFY.00.010
kommunikatsioon ja selle juhtimine,SVUH.10.003
sissejuhatus semiootikasse,P2VK.04.175
doktoriseminar,LOFY.00.004
doktoriseminar,FLGR.00.010
avalik esinemine,P2PC.00.305
teadusliku uurimistöö alused,FLAJ.02.160
muinastehnoloogiate praktika,HVAJ.01.004
magistriseminar i,SVUH.10.002
koolipraktika õpiraskustega lastega,HTEP.02.083
marksismi ideoloogia ja praktika kujunemise probleeme 20. sajandil,HVAJ.06.004
"jaapani keel algtasemele iii, tase a1.2 > a2.1",HVLC.08.010
eesti keele võõrkeelena õpetaja põhipraktika,FLEE.04.221
assistendipraktika,FLEE.00.047
ettevõtja baaskursuse praktika,MJCV.00.005
noorsootöö alused ja korraldus,P2NC.00.682
operaatorite klassid ja banachi ruumide struktuur i,MTMM.00.312
doktoriseminar: teadustöö tulemuste publitseerimine,SOZU.00.011
sportliku eriala õpetamise metoodika,KKSP.04.071
sotsiaalfarmaatsia ja ravimite ohutus,ARFA.01.082
füüsikaline farmaatsia,ARFA.02.122
ensümoloogia,LOMR.08.001
akadeemiline enesejuhtimine õigusteaduse üliõpilastele,OIAO.06.067
akadeemiline enesejuhtimine õigusteaduse üliõpilastele,P2OG.01.131
andmeanalüüsi praktikum,SVUH.06.001
sportlik eriala,KKSP.04.060
pedagoogiline praktika,P2VK.02.731
majandusarvestus ja finantsjuhtimine,P2PC.00.672
inglise-vene/eesti kõrvutav foneetika,P2NC.00.587
afaasia praktika,SHHI.03.027
pedagoogiline praktikum,SHHI.01.032
kiirlugemine,SHHI.01.077
rahvusvahelise õiguse praktika,P2OG.02.215
meeskonna juhtimine ja eestvedamine,P2PC.00.686
"saksa keel algkursus ajaloo üliõpilastele, tase 0>a1.2",HVLC.04.021
grupitöö meetodid kliinilises psühholoogias,SHPH.00.041
vene keele kesktase (b1),P2OG.04.041
tarbijakäitumine,MJJV.02.113
füüsikalised uurimismeetodid keemias,LOKT.01.068
soome keele ja kultuuri seminar,FLEE.06.164
põhipill ii,P2VK.02.462
sissejuhatus keemia erialasse,LOKT.00.022
praktika ii,LOFY.01.130
spektroskoopia eripraktikum,LTFY.03.006
muuseumipraktika,FLAJ.02.164
spordipedagoogiline seminar,KKSP.02.038
spordipedagoogika alused,KKSP.01.059
materjaliõpetus,P2VK.04.670
windows administreerimine,P2NC.01.089
"toitumine, kehaline aktiivsus ja tervis",KKSB.02.049
immunoloogia proviisorite täiendusõppele,MVBS.06.002
kaasaegne eesti keel iii,HTOS.02.234
teaduskonverents kui erialane kommunikatsioon,SOZU.00.009
klassiõpetaja põhipraktika iii,SHHI.02.049
keeleuurimise meetodid,FLEE.08.144
tööstuspraktika,LOTI.01.002
erialane sissejuhatus keskkonnatehnoloogiasse,LOOM.02.342
tarkvaratehnika,P2NC.01.085
digitaalne pilditöötlus,LOTI.05.037
õpetaja identiteet ja juhtimine,P2NC.01.001
vandekohtunik usa tsiviilkohtumenetluses,P2OG.01.127
usuteaduse eriseminar,USUS.00.082
spordifüsioteraapia alused,KKSB.05.082
sissejuhatus eukarüootide mitmekesisusse - protistid ja seened,LOOM.01.121
aktuaalsed teemad ja käsitlused,HVKU.04.011
osalusteater,P2VK.05.356
vene impeeriumi ajalugu 1721-1917,FLAJ.03.183
teadusliku uurimistöö alused,FLAJ.07.219
teraapiaprotsessi juhendamine,KKSB.05.076
lõiketöötlustehnikate praktika,P2VK.01.404
sotsioloogia vaatluspraktika,SOSS.02.123
bakalaureusetöö,FLAJ.00.049
ornitoloogia,LOOM.04.067
pedagoogika ja sotsiaalpedagoogika õenduses,MVPT.02.013
aerosoolifüüsika,LOFY.05.011
koolieelne didaktika,SHHI.02.031
tekstiloome ja toimetamine,SVUH.00.023
pärimuse ja kultuuripärandi teoreetilised käsitusviisid,HVKU.04.006
põhipilli õpetamise metoodika,P2VK.02.733
sotsioloogiline tegevusteooria,SOSS.01.071
arhitektuuri ajalugu,P2VK.01.225
laborimeditsiin,MVBS.00.002
eesti keel välisüliõpilastele,HVVK.12.004
klassiõpetaja põhipraktika,P2NC.01.015
rahvalaul,P2VK.02.684
rakendusuuringute ja arendustöö praktika,SHUH.03.009
lastega filosofeerimine,SVHI.01.011
keskkonna analüüs,LOKT.04.006
võlaõiguse üldosa,OIEO.06.054
teadustöö alused farmaatsias iii,ARFA.02.130
suhtlemis- ja enesekehtestamisoskused,SHZU.04.001
sissejuhatus sotsioloogiasse,OIAO.01.054
vaatluspraktika,SHHI.03.043
unikaalehe,P2VK.01.532
"käsitöö, kodunduse ja kunstiõpetuse didaktika",HTHT.02.015
butafooria,P2VK.04.669
heaolu ja terviseturism,P2PC.02.211
"prantsuse keel eelkesktasemele i, a2.1 > a2.2",HVLC.03.010
turismiturundus,P2PC.00.603
ideedest reaalsusteni: euroopa ja venemaa,P2EC.00.216
kasvatus ja arendamine eelkoolieas,P2NC.00.613
